educ,economycode,pop_adult,wgt,female,age,inc_q,emp_in,urbanicity,account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,pay_utilities,fin19,fin22a,fin24a,fin24c,fh2a,fh1,fh2,fin37,fin38,fin42,internet_use,con1,Income group
2.0,PHL,82023644,1.8637758088824,2,32,3.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
1.0,BGD,122837439,1.29833008198629,2,80,2.0,2.0,1.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,Lower middle income
2.0,ARM,2406318,1.2050305261805,1,20,3.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,GAB,1573811,0.633822642676763,2,34,1.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,PAK,155833628,0.656812001360416,2,60,2.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0,1,Lower middle income
2.0,VNM,76663207,1.06805281921733,2,38,3.0,1.0,1.0,1,1.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,CHN,1176678702,0.345698715158651,2,49,2.0,,2.0,1,1.0,0.0,,,,,1.0,2.0,2.0,1.0,,,,,,,1,1,Upper middle income
1.0,MDG,18851036,0.924902936613713,2,23,5.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0,2,Low income
1.0,LAO,5322750,0.732320492750884,2,48,2.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,2,Lower middle income
1.0,THA,60882768,0.610660359196133,2,28,5.0,1.0,2.0,0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,TJK,6596875,0.864556403616018,2,46,3.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
3.0,PSE,3183655,1.08540401789176,2,28,4.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,BIH,2764009,0.516251438925554,2,75,3.0,2.0,1.0,1,0.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
1.0,KHM,12177453,0.50665263195141,1,63,5.0,1.0,1.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
2.0,GAB,1573811,0.551776481123432,1,51,3.0,2.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
1.0,MUS,1070318,1.0531945378732,1,68,2.0,2.0,1.0,1,0.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,0,2,Upper middle income
1.0,BLZ,300138,0.754197616253182,2,61,4.0,2.0,1.0,1,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,SRB,5672737,0.729259148356504,2,65,3.0,2.0,1.0,1,1.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,1,Upper middle income
1.0,LBR,3295997,0.426389990700026,1,38,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,1,Low income
1.0,NER,13873697,0.475736520153638,1,46,5.0,1.0,1.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Low income
2.0,SRB,5672737,0.31320652222475,1,89,4.0,2.0,2.0,1,0.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,Upper middle income
2.0,TJK,6596875,0.926454788165484,1,49,1.0,1.0,1.0,1,0.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,PAK,155833628,1.03562633167034,2,28,4.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,BWA,1679590,0.666630059104415,1,100,2.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,GMB,1598990,1.22103616354176,1,32,3.0,2.0,2.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,CHN,1176678702,1.15955103698519,1,44,2.0,,1.0,1,0.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,SLV,4718943,1.39373631367263,1,34,2.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,Upper middle income
1.0,CMR,16524096,0.41579271512914,2,39,5.0,1.0,1.0,0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,UZB,24646062,1.23671108406398,1,29,2.0,2.0,1.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0,2,Lower middle income
2.0,ECU,13484219,0.879892533712511,1,18,1.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,BLZ,300138,1.66610979159003,1,17,1.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,DZA,32019804,1.42046481873161,1,70,1.0,2.0,2.0,0,0.0,0.0,,,,,2.0,2.0,1.0,2.0,,,,,,,1,1,Upper middle income
2.0,COD,57033055,0.975207136947459,2,39,1.0,1.0,2.0,0,1.0,0.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,0,2,Low income
1.0,GIN,8464230,0.77490224926265,2,20,3.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,SWZ,816208,0.31298868809979,2,45,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,PAK,155833628,0.384458650600365,1,27,1.0,2.0,2.0,1,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2,Lower middle income
2.0,MNE,503215,1.24828041656577,1,26,4.0,1.0,1.0,1,0.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,JOR,7867178,1.22111544747655,1,42,1.0,2.0,2.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,IRN,69914781,2.51014831787117,2,32,1.0,1.0,1.0,0,0.0,0.0,,,,,2.0,2.0,1.0,2.0,,,,,,,0,1,Upper middle income
2.0,TGO,5593530,0.710805136577988,2,37,4.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,Lower middle income
1.0,IND,1077731602,0.834201744035795,1,18,3.0,2.0,1.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0,2,Lower middle income
2.0,KEN,34616135,1.26777859263537,1,50,1.0,1.0,1.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,BFA,13262560,0.236766389357206,1,69,2.0,2.0,2.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Low income
3.0,KAZ,14324777,1.29307539366153,2,32,1.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,Upper middle income
2.0,ZWE,9588258,1.78676161585578,1,16,4.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,CHN,1176678702,0.104357538488275,1,64,2.0,,2.0,1,1.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,GHA,21563813,0.617021522034862,1,30,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,GIN,8464230,1.10193002622299,2,17,2.0,1.0,2.0,1,0.0,0.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Lower middle income
2.0,CHN,1176678702,0.103973470403579,2,20,3.0,,1.0,1,1.0,1.0,,,,,1.0,1.0,2.0,2.0,,,,,,,1,1,Upper middle income
1.0,MDG,18851036,1.94984941569083,1,18,1.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Low income
1.0,MEX,97411242,1.46579286545586,2,71,1.0,1.0,2.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,PER,25601447,0.36542190353778,1,56,1.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,BRA,169047814,0.927997218661628,1,53,1.0,2.0,2.0,1,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,IRQ,28355455,0.536743163964841,1,25,5.0,1.0,1.0,1,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
1.0,PRY,4874331,0.998568719615077,1,48,4.0,1.0,2.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,BLZ,300138,0.466824079451094,1,68,2.0,2.0,1.0,1,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,COM,532331,1.71237041385702,1,49,3.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
1.0,NPL,21168213,1.27547954919432,2,44,1.0,1.0,1.0,1,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,BOL,8553476,0.473198204504581,1,26,5.0,1.0,1.0,1,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,KEN,34616135,0.442335516142624,2,32,4.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0,2,Lower middle income
1.0,IDN,211076339,1.38777244943118,1,40,4.0,2.0,2.0,1,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,2,Upper middle income
2.0,IRQ,28355455,1.05466931456785,2,22,3.0,1.0,1.0,1,1.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,1,Upper middle income
1.0,NPL,21168213,1.15109993399698,1,36,4.0,1.0,2.0,1,1.0,0.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0,1,Lower middle income
2.0,ZAF,46723498,1.73091667318819,1,26,3.0,2.0,1.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Upper middle income
2.0,ZAF,46723498,1.40352319092437,2,25,5.0,1.0,1.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
3.0,DZA,32019804,0.129444840722642,1,38,3.0,1.0,1.0,1,1.0,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,SLE,5200533,1.25162030371817,2,16,1.0,2.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0,1,Low income
1.0,TGO,5593530,1.28401035283524,2,43,1.0,2.0,2.0,1,0.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,UKR,32338724,0.478707758010848,1,66,5.0,2.0,1.0,1,0.0,0.0,,,,,2.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
2.0,EGY,77385958,0.341200913463573,2,35,5.0,1.0,2.0,1,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,LBR,3295997,0.626539153664114,1,18,4.0,1.0,2.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Low income
1.0,COM,532331,1.02679751376571,1,34,5.0,1.0,1.0,1,1.0,0.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,MOZ,18581790,0.427871293814391,1,50,1.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,Low income
3.0,MYS,27297352,0.792508247633531,1,33,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
2.0,KAZ,14324777,0.5571205526959,1,64,4.0,2.0,2.0,1,0.0,0.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
1.0,NER,13873697,0.332475164774212,1,35,3.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,Low income
3.0,ZMB,12029200,0.277501713242622,1,21,5.0,1.0,2.0,1,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
2.0,BOL,8553476,0.491586252754241,2,39,5.0,1.0,1.0,0,0.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,BGD,122837439,1.22682639784416,1,21,3.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
2.0,SWZ,816208,0.352227787659783,1,18,5.0,2.0,1.0,0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,MYS,27297352,1.27651820461806,1,42,3.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,MLI,12725942,0.218548499764505,2,30,5.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Low income
2.0,GIN,8464230,0.801289125137215,2,20,4.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,GEO,2933716,0.366608624473383,1,27,1.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,PHL,82023644,1.05065154374457,2,40,5.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
,ARM,2406318,1.24048260560828,2,64,4.0,2.0,1.0,1,0.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,Upper middle income
1.0,BIH,2764009,2.54530061607631,1,63,1.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,Upper middle income
2.0,PER,25601447,0.74060055773161,1,19,1.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,GTM,12299923,0.388081472802689,1,28,1.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,Upper middle income
1.0,TCD,10289880,0.266350432842295,1,40,2.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0,2,Low income
1.0,MKD,1515847,1.22668394211472,2,44,3.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,DZA,32019804,1.52254019574404,1,38,5.0,2.0,2.0,0,0.0,0.0,,,,,2.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
2.0,JOR,7867178,0.932557137206372,1,34,1.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,BFA,13262560,0.282761359783464,2,21,2.0,2.0,2.0,1,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,2,Low income
1.0,CHN,1176678702,1.0364572664364,2,60,5.0,,2.0,1,1.0,1.0,,,,,1.0,1.0,3.0,1.0,,,,,,,1,1,Upper middle income
2.0,BIH,2764009,0.241563147388062,1,76,2.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
1.0,BEN,8207504,0.202264724786674,1,50,5.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
1.0,IND,1077731602,0.757874008913818,2,28,4.0,1.0,2.0,1,1.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,MDA,1966418,0.938475869488454,1,19,4.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,TGO,5593530,0.495529098757571,1,21,2.0,2.0,1.0,0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,Lower middle income
2.0,ZWE,9588258,0.652389220434672,2,65,1.0,2.0,1.0,1,0.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Lower middle income
2.0,BWA,1679590,2.71643715007766,2,24,1.0,1.0,2.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Upper middle income
2.0,BGD,122837439,0.766530116541727,1,50,4.0,1.0,2.0,0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,TUR,66691005,0.554349954298068,1,34,5.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,MKD,1515847,0.720779743822341,1,50,2.0,2.0,2.0,1,0.0,0.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
2.0,AZE,7885113,2.14731409385928,1,19,1.0,2.0,2.0,1,0.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Upper middle income
1.0,GTM,12299923,0.808262393816676,1,15,2.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,XKX,1382360,0.557774830791903,2,64,1.0,2.0,2.0,1,0.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,Upper middle income
2.0,CHN,1176678702,1.46481120843262,2,23,3.0,,1.0,1,1.0,1.0,,,,,1.0,2.0,3.0,1.0,,,,,,,1,1,Upper middle income
1.0,VNM,76663207,0.290968640467354,1,35,2.0,1.0,1.0,1,0.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,LBY,5262910,1.3297506887957,1,50,2.0,2.0,2.0,1,0.0,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,TJK,6596875,1.39066585743514,2,52,1.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,2,Lower middle income
2.0,CHN,1176678702,1.3854410197504,1,70,2.0,,2.0,1,0.0,0.0,,,,,2.0,2.0,1.0,2.0,,,,,,,1,1,Upper middle income
1.0,PAK,155833628,1.50604277160733,1,35,3.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,SEN,11094279,0.617447508936621,1,64,5.0,1.0,2.0,1,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0,1,Lower middle income
1.0,TUN,9219268,0.86407062359804,1,73,2.0,2.0,2.0,0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,Lower middle income
2.0,TUR,66691005,0.487010487701938,1,39,3.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,NER,13873697,1.63265955485081,2,62,5.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1,Low income
3.0,MYS,27297352,0.468649068350485,1,31,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,SLV,4718943,1.21914704810281,1,42,2.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,COM,532331,2.49641179103105,2,75,4.0,1.0,1.0,1,0.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0,2,Lower middle income
1.0,MRT,2860979,2.58641907538038,1,65,5.0,2.0,2.0,1,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0,1,Lower middle income
3.0,COG,3655093,0.224765851073713,2,45,4.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,BFA,13262560,0.442154323038894,1,30,5.0,2.0,2.0,1,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Low income
1.0,IND,1077731602,0.487610917034794,2,45,3.0,1.0,1.0,1,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,ECU,13484219,1.32206862534389,2,33,3.0,1.0,2.0,1,0.0,0.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,CMR,16524096,1.36930993914213,1,60,2.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0,1,Lower middle income
