educ,economycode,pop_adult,wgt,female,age,inc_q,emp_in,urbanicity,account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,pay_utilities,fin19,fin22a,fin24a,fin24c,fh2a,fh1,fh2,fin37,fin38,fin42,internet_use,con1,Income group
2.0,IRQ,28355455,1.13626169668796,1,27,2.0,2.0,2.0,0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,TCD,10289880,0.194032399208038,2,23,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,4.0,0,1,Low income
2.0,GHA,21563813,0.292104789161706,2,34,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,VNM,76663207,0.898295888088306,1,30,5.0,1.0,1.0,1,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,VEN,20899114,0.886000443443909,2,37,1.0,1.0,1.0,1,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
2.0,TUN,9219268,1.35076562143838,1,15,3.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,ALB,2278004,0.658348600115942,2,74,3.0,2.0,2.0,0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,Upper middle income
1.0,CHN,1176678702,0.945959977715108,1,42,1.0,,2.0,1,1.0,0.0,,,,,1.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
1.0,COM,532331,3.42474082771403,1,50,5.0,1.0,1.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,Lower middle income
2.0,LBN,4231057,0.926227330311892,2,64,4.0,1.0,2.0,1,1.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,LSO,1504222,0.205308085873547,1,33,,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,MNG,2344987,0.958593072313535,1,51,2.0,2.0,1.0,1,1.0,0.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
2.0,LSO,1504222,1.49932179169389,1,16,,2.0,2.0,0,0.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
2.0,VNM,76663207,0.682687792305242,2,43,2.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,Upper middle income
1.0,TGO,5593530,4.17384011208055,2,32,2.0,1.0,1.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
2.0,ARM,2406318,0.901851942011408,1,54,4.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,MRT,2860979,0.43851295955549,1,17,3.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
3.0,CHN,1176678702,3.92806838002619,1,19,3.0,,2.0,1,0.0,1.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,COG,3655093,0.596786417744921,2,22,4.0,1.0,1.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,THA,60882768,2.35684854373953,2,36,3.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,JOR,7867178,1.09364089136327,2,65,3.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,IDN,211076339,1.15551056618011,1,16,2.0,2.0,1.0,1,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ARM,2406318,0.673888192672097,1,49,2.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,UKR,32338724,0.255171247753799,1,39,2.0,1.0,,1,1.0,1.0,,,,,2.0,2.0,3.0,1.0,,,,,,,1,1,Upper middle income
2.0,IRQ,28355455,0.316072211539242,2,44,3.0,1.0,2.0,0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,PSE,3183655,0.47915989525273,1,36,5.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,GIN,8464230,0.754944159574224,1,20,1.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,LBN,4231057,0.765734746302715,1,29,2.0,2.0,1.0,0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1,Lower middle income
3.0,BOL,8553476,1.58306723832413,2,31,5.0,1.0,2.0,1,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,NGA,133329232,0.310021778624686,2,25,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
2.0,BRA,169047814,2.45669557201932,1,35,3.0,1.0,2.0,1,1.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,VNM,76663207,0.740626875925493,1,43,4.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,KEN,34616135,0.42211873948282,2,20,5.0,2.0,1.0,1,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
3.0,XKX,1382360,0.777284995897709,2,29,3.0,1.0,2.0,1,0.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,PRY,4874331,0.852913944372525,1,50,4.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ECU,13484219,0.449997461056654,1,68,3.0,1.0,1.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,PAK,155833628,0.401777965779482,2,40,4.0,1.0,1.0,0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,ARM,2406318,0.731023311367448,1,59,4.0,2.0,1.0,1,1.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,LBN,4231057,0.632085495935662,2,23,3.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,COM,532331,0.252434920355739,2,37,3.0,1.0,1.0,1,0.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,GHA,21563813,0.832058294873001,2,30,4.0,1.0,1.0,1,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,DOM,8281568,0.333529550608368,1,70,3.0,2.0,2.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,2,Upper middle income
2.0,ZMB,12029200,0.372739766452893,2,17,4.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
2.0,MYS,27297352,0.521953473068143,1,39,1.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,NPL,21168213,0.656334001714341,1,22,4.0,1.0,1.0,1,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
3.0,BLZ,300138,2.62369355063151,1,19,1.0,2.0,1.0,1,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,UKR,32338724,1.58473666391001,1,25,1.0,2.0,,1,0.0,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,GEO,2933716,0.82825774690879,1,52,3.0,1.0,1.0,1,0.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
3.0,IRQ,28355455,0.416894156445574,2,25,3.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,LSO,1504222,0.603030798957852,2,26,,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,MYS,27297352,0.501840777714135,1,47,3.0,1.0,1.0,1,0.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,NER,13873697,0.182780809088496,1,32,5.0,1.0,1.0,0,0.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Low income
2.0,CIV,18301587,0.399615715361348,2,37,4.0,1.0,2.0,1,0.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1,Lower middle income
2.0,MKD,1515847,0.716112374176231,1,49,1.0,1.0,2.0,1,1.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ARM,2406318,0.27538500196204,1,63,3.0,2.0,1.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,NAM,1858089,0.331165312086155,1,32,5.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
2.0,UZB,24646062,0.512446561153299,1,32,1.0,2.0,1.0,1,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,MNG,2344987,1.21636887776001,2,17,5.0,2.0,2.0,1,0.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,CHN,1176678702,0.233495868008785,1,63,5.0,,,0,0.0,1.0,,,,,2.0,2.0,4.0,2.0,,,,,,,1,1,Upper middle income
1.0,GTM,12299923,0.400614430819525,1,46,2.0,2.0,1.0,1,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,LSO,1504222,1.05228254544524,2,22,,1.0,1.0,1,0.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1,1,Lower middle income
2.0,COL,41544122,1.29923621573297,1,23,1.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,COD,57033055,0.323191881028499,2,24,5.0,2.0,2.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,COG,3655093,2.10106828510218,2,28,4.0,2.0,1.0,1,0.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2,Lower middle income
2.0,ALB,2278004,0.669951498847821,2,77,4.0,1.0,1.0,0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0,1,Upper middle income
2.0,SEN,11094279,0.197058147915423,1,33,1.0,2.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,MOZ,18581790,0.130013184064284,2,30,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,GMB,1598990,0.616511604198909,2,32,4.0,1.0,2.0,0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,COM,532331,0.203402347917924,1,27,5.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,KEN,34616135,1.80264650363602,2,56,4.0,1.0,1.0,1,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0,1,Lower middle income
1.0,ARG,35433130,1.54089668053332,1,62,1.0,1.0,2.0,1,0.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,NPL,21168213,0.861849124036541,2,22,4.0,1.0,2.0,1,1.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,TCD,10289880,0.606908297985241,1,50,4.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0,2,Low income
1.0,COM,532331,0.203402347917924,1,27,1.0,2.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,GAB,1573811,0.335910719909208,2,35,4.0,2.0,1.0,1,0.0,0.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ZWE,9588258,0.639437328767276,1,24,3.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,SWZ,816208,1.16292046214441,2,40,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,GTM,12299923,0.252162932183033,1,68,5.0,2.0,2.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,ETH,78031387,0.577512859699599,2,21,4.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,Low income
2.0,GMB,1598990,0.27599679753766,1,30,5.0,1.0,1.0,1,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Low income
2.0,BIH,2764009,1.22038948419429,2,38,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1,Upper middle income
2.0,MEX,97411242,0.353282995162703,1,33,4.0,1.0,1.0,1,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,MYS,27297352,1.47332703041504,2,22,2.0,1.0,2.0,1,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
3.0,BIH,2764009,0.593876506704052,1,34,2.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,PRY,4874331,0.584290610663664,1,30,4.0,1.0,1.0,1,1.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
2.0,AZE,7885113,1.74352095352062,2,83,5.0,2.0,2.0,1,0.0,0.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0,2,Upper middle income
2.0,CMR,16524096,0.964621886021549,1,25,3.0,1.0,2.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,LBY,5262910,2.70546355342365,1,55,1.0,1.0,1.0,1,0.0,0.0,,,,,2.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
2.0,MOZ,18581790,0.223280045255747,1,16,5.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,MEX,97411242,1.70098949054964,1,28,3.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,PHL,82023644,1.88173202110656,2,28,4.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,GHA,21563813,0.301726680694967,2,38,5.0,1.0,1.0,1,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,PHL,82023644,0.912107480548906,2,47,5.0,1.0,2.0,1,0.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ALB,2278004,0.792351634128475,1,36,4.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,GAB,1573811,0.15386178122892,2,67,5.0,2.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,CHN,1176678702,3.31337592538773,2,76,3.0,,2.0,1,0.0,0.0,,,,,2.0,2.0,1.0,2.0,,,,,,,0,1,Upper middle income
2.0,ARM,2406318,0.342246268212671,1,17,2.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,UGA,27277834,2.4225375549371,2,19,3.0,2.0,1.0,1,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,MNE,503215,1.35014420820829,2,81,1.0,2.0,1.0,1,0.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,2,Upper middle income
3.0,KGZ,4780143,1.13939036107015,1,22,5.0,1.0,2.0,1,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,ETH,78031387,0.699895697065989,2,46,5.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Low income
1.0,BEN,8207504,0.847469973072364,1,17,1.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
3.0,VEN,20899114,0.755282993546393,1,41,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
2.0,ARG,35433130,0.620492846496824,1,48,4.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,NAM,1858089,1.97620464692072,2,19,4.0,2.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,VNM,76663207,0.470021167047861,1,17,4.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,MDA,1966418,1.79307144100575,1,54,3.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,THA,60882768,2.7713592818722,2,62,2.0,1.0,1.0,1,1.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
1.0,BEN,8207504,0.28055157043461,2,50,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,1,Lower middle income
3.0,LKA,17109247,2.24745517890752,2,25,5.0,2.0,1.0,1,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,UGA,27277834,0.394456495354183,1,45,3.0,2.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Low income
1.0,KAZ,14324777,0.685117076296762,1,73,4.0,2.0,1.0,0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,Upper middle income
1.0,LBR,3295997,0.748801667587075,1,42,4.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,Low income
2.0,GEO,2933716,2.08632033386462,2,34,2.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,PAK,155833628,0.583849588017422,1,17,1.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
1.0,IDN,211076339,1.29169417948976,2,53,2.0,2.0,1.0,0,1.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,2,Upper middle income
1.0,KGZ,4780143,1.20925948390476,2,16,4.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,CHN,1176678702,1.25943651063079,1,20,5.0,,2.0,1,0.0,1.0,,,,,2.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
2.0,HND,7345357,1.63426925821378,1,19,3.0,1.0,2.0,1,0.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Lower middle income
2.0,IDN,211076339,0.665734587101534,1,25,4.0,2.0,2.0,1,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,LBN,4231057,1.83644118817694,2,29,1.0,1.0,1.0,0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,UGA,27277834,1.27894513969205,1,50,3.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0,1,Low income
1.0,NIC,4830854,1.82120326513181,2,60,1.0,1.0,2.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,LKA,17109247,1.48143481654648,2,33,3.0,1.0,1.0,1,1.0,0.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,Upper middle income
2.0,LAO,5322750,0.728270644204335,2,30,2.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,Lower middle income
